new_doc,old_doc
Permen_Dag_2016_41,Permen_Dag_2012_82
Permen_Kes_2016_20,Permen_Kes_2012_58
Permen_Hub_2016_70,Permen_Hub_2015_100
Permen_Dikbud_2016_23,Permen_Dikbud_2013_66
Peraturan_BPOM_2016_15,Peraturan_BPOM_2013_39
Permen_Naker_2016_21,Permen_Nakertrans_2012_13
Permen_Hub_2016_77,Permen_Hub_2015_69
Peraturan_Ombudsman_2016_21,Peraturan_Ombudsman_2015_20
Permen_Dikbud_2016_24,Permen_Dikbud_2014_57
Permen_Dikbud_2016_24,Permen_Dikbud_2014_58
Permen_Dikbud_2016_24,Permen_Dikbud_2014_59
Permen_Dikbud_2016_24,Permen_Dikbud_2014_60
Permen_Tan_2016_25,Permen_Tan_2011_32
Permen_Perin_2016_40,Permen_Perin_2010_35
Permen_Perin_2016_43,Permen_Perin_2012_94
Permen_Perin_2016_44,Permen_Perin_2012_95
Permen_Hub_2016_86,Permen_Hub_2015_189
Permen_ESDM_2016_20,
Permen_Keu_2016_110,Permen_Keu_2015_19
Peraturan_BPH_Migas_2016_14,Peraturan_BPH_Migas_2013_8
Permen_PUPR_2016_26,Permen_PUPR_2016_21
Permen_Dagri_2016_43,Permen_Dagri_2009_56
Permen_Dagri_2016_43,Permen_Dagri_2008_65
Permen_Keu_2016_117,Permen_Keu_2015_65
Permen_Kopukm_2016_9,Permen_Kopukm_2015_07
Permen_LHK_2016_53,Permen_LH_2014_06
Permen_Keu_2016_115,Permen_Keu_2010_03
Permen_Hub_2016_88,Permen_Hub_2014_99
Permen_Hub_2016_89,Permen_Hub_2014_106
Permen_Hub_2015_90,Permen_Hub_2015_127
Permen_Hub_2016_92,Permen_Hub_2015_77
Peraturan_BMKG_2016_6,Peraturan_BMKG_2010_11
Permen_Dag_2016_49,Permen_Dag_2016_48
Peraturan_BSN_2016_3,Peraturan_BSN_2014_4
Permen_Perin_2016_45,Permen_Perin_2013_09
Permen_Perin_2016_46,Permen_Perin_2015_16
Permen_Perin_2016_47,Permen_Perin_2014_33
Permen_Perin_2016_47,Permen_Perin_2015_94
Permen_Perin_2016_49,Permen_Perin_2014_26
Permen_Perin_2016_50,Permen_Perin_2012_90
Permen_Perin_2016_51,Permen_Perin_2012_116
Permen_Perin_2016_52,Permen_Perin_2012_77
Permen_Perin_2016_53,Permen_Perin_2011_73
Peraturan_KY_2016_4,
Peraturan_KPU_2016_4,Peraturan_KPU_2016_3
Peraturan_KPU_2016_5,Peraturan_KPU_2015_9
Peraturan_Batan_20169_10,Peraturan_Batan_2013_5
Permen_Kes_2016_31,Permen_Kes_2011_889
Peraturan_BPOM_2016_17,Peraturan_BPOM_2011_03
Peraturan_BPOM_2016_18,Peraturan_BPOM_2016_1
Peraturan_BPOM_2016_20,Peraturan_BPOM_2013_32
Permen_Keu_2016_123,Permen_Keu_2016_119
Permen_Humham_2016_27,Permen_Humham_2014_26
Permen_Keu_2016_129,Permen_Keu_2015_265
Permen_Humham_2016_32,
Permen_Keu_2016_141,Permen_Keu_2016_118
Permen_Keu_2016_142,Permen_Keu_2016_127
Peraturan_OJK_2016_9,Peraturan_BI_2011_13
Peraturan_OJK_2016_18,
Peraturan_OJK_2016_18,Peraturan_BI_2009_11
Peraturan_OJK_2016_25,Peraturan_OJK_2015_27
Peraturan_OJK_2016_34,Peraturan_OJK_2016_11
PP_2016_54,PP_2000_29
Perpres_2016_92,Perpres_2014_41
Perpres_2016_96,Perpres_2007_93
Perpres_2016_98,Perpres_2006_67
Perpres_2016_99,Perpres_2010_27
Permen_Keu_2016_150,Permen_Keu_2016_119
Peraturan_Basarnas_2016_7,Peraturan_Basarnas_2015_9
Permen_Keu_2016_151,Permen_Keu_2016_122
Peraturan_KPU_2016_8,Peraturan_KPU_2015_4
Permen_LHK_2016_79,Permen_LHK_2016_10
Permen_Hub_2016_123,Permen_Hub_2015_171
Permen_Ristekdikti_2016_52,Permen_Ristek_2012_6
Permenko_Perekonomian_2016_6,Permenko_Perekonomian_2015_7
Permenko_Perekonomian_2016_07,
Permen_Han_2016_24,Permen_Han_2012_48
Permen_PANRB_2016_13,Permen_PANRB_2014_48
Permen_PANRB_2016_14,Permen_PANRB_2010_21
Permen_Kes_2016_42,Permen_Kes_2015_46
Permen_Keu_2016_153,Permen_Keu_2015_153
Permen_Hub_2016_118,Permen_Hub_2014_40
Permen_Dagri_2016_93,Permen_Dagri_2008_11
Permen_Agama_2016_45,Permen_Agama_2013_36
Permen_Hub_2016_130,Permen_Hub_2015_74
Permen_Hub_2016_142,Permen_Hub_2015_59
Permen_Kominfo_2016_19,Permen_Kominfo_2016_17
Peraturan_BPOM_2016_25,Peraturan_BPOM_2015_12
Peraturan_BPOM_2016_26,Peraturan_BPOM_2015_13
Peraturan_Bawaslu_2016_5,Peraturan_Bawaslu_2015_4
Peraturan_Bawaslu_2016_6,Peraturan_Bawaslu_2015_5
Peraturan_Bawaslu_2016_7,Peraturan_Bawaslu_2015_8
Permen_Keu_2016_157,Permen_Keu_2015_130
Permen_Keu_2016_169,Permen_Keu_2014_211
Peraturan_BKPM_2016_8,Peraturan_BKPM_2015_14
Permen_Perin_2016_74,
Permen_Perin_2016_77,Permen_Perin_2016_48
Permen_Dikbud_2016_67,Permen_Dikbud_2013_72
Permen_Sos_2016_17,Permen_Sos_2007_163
Permen_Sos_2016_18,Permen_Sos_2009_106
Permen_Sos_2016_19,Permen_Sos_2009_106
Permen_Hub_2016_141,Permen_Hub_2012_41
Peraturan_BNPB_2016_01,
Peraturan_BNPB_2016_03,
Permen_Keu_2016_186,Permen_Keu_2016_139
Peraturan_Bapeten_2016_7,Peraturan_Bapeten_2015_4
Permen_Kes_2016_51,
Permen_Kes_2016_51,Permen_Kes_2013_41
Permen_Dagri_2016_71,Permen_Dagri_2006_23
Permen_Hub_2016_124,Permen_Hub_2016_84
Permen_Dag_2016_63,Permen_Dag_2015_80
Peraturan_BNN_2016_14,Peraturan_BNN_2015_3
Permen_Tan_9_45,Permen_Tan_12_71
Permen_Keu_2016_138,Permen_Keu_2015_71
Permen_Perin_2016_71,Permen_Perin_2013_11
Permen_Perin_2016_72,Permen_Perin_2013_12
Permen_Perin_2016_73,Permen_Perin_2013_44
Permen_Kominfo_2016_17,
Permen_Ristekdikti_2016_58,
Permen_Ristekdikti_2016_65,Permen_Dikbud_2013_21
Peraturan_Perpusnas_2016_3,Peraturan_Perpusnas_2012_14
Peraturan_BNP2TKI_2016_09,Peraturan_BNP2TKI_2014_23
Permen_Hub_2016_113,Permen_Hub_2014_103
Permen_Hub_2016_114,Permen_Hub_2014_99
Permen_Hub_2016_116,Permen_Hub_2015_117
Permen_ESDM_2016_26,Permen_ESDM_2015_29
Permen_Dikbud_2016_49,Permen_Dikbud_2013_50
Permen_Dikbud_2016_62,Permen_Dikbud_2016_1
Permen_ATRBPN_2016_31,Peraturan_BPN_2006_1
Permen_Dikbud_2016_51,Permen_Dikbud_2014_122
Peraturan_ANRI_2016_23,
Peraturan_BPH_Migas_2016_15,Peraturan_BPH_Migas_2008_12
Permen_ESDM_2016_34,Permen_ESDM_2009_27
Permen_ATRBPN_2016_30,Peraturan_BPN_2013_3
Permen_Keu_2016_165,Permen_Keu_2012_174
Permen_Agama_2016_52,Permen_Agama_2015_56
Permen_Keu_2016_173,Permen_Keu_2015_168
Peraturan_Batan_2016_12,Peraturan_Batan_2007_101
Peraturan_Batan_2016_13,
Peraturan_BNPB_2016_02,
Permen_Keu_2016_183,Permen_Keu_2015_36
Permen_Sos_2016_21,
Permen_Keu_2016_187,Permen_Keu_2016_48
Permen_Keu_2016_189,Permen_Keu_2016_2
Peraturan_BPKP_2016_17,
Peraturan_BPKP_2016_20,Peraturan_BPKP_2014_13
Permen_ESDM_2016_27,Permen_ESDM_2014_39
Perpres_2016_113,Perpres_2007_54
Perpres_2016_114,Perpres_2007_54
Perpres_2016_110,Perpres_2007_40
PP_2016_72,PP_2005_44
Peraturan_Polri_2016_7,Peraturan_Polri_2009_5
Permen_ESDM_2016_28,Permen_ESDM_2014_31
Permen_Perin_2016_76,Permen_Perin_2012_95
Permen_Keu_2016_154,Permen_Keu_2012_188
Permen_KP_2016_43,Permen_KP_2015_5
Permen_Ristekdikti_2016_68,Permen_Ristek_2011_01
Permen_KP_2016_52,Permen_KP_2014_7
Permen_LHK_2016_84,
Peraturan_Bawaslu_2016_8,Peraturan_Bawaslu_2015_10
Peraturan_Bawaslu_2016_12,Peraturan_Bawaslu_2015_14
Permen_Naker_2016_32,
Peraturan_BNP2TKI_2016_10,
Permen_Keu_2016_161,Permen_Keu_2016_61
Permen_Perin_2016_75,
Permen_Perin_2016_75,Permen_Perin_2015_13
Permen_Perin_2016_75,Permen_Perin_2016_13
Permen_Sos_2016_20,Permen_Sos_2013_25
Permen_Perin_2016_78,
Perpres_2016_116,
Perpres_2016_116,Perpres_2006_112
Perpres_2016_117,Perpres_2012_6
Peraturan_BMKG_2016_11,Peraturan_BMKG_2013_10
Peraturan_BMKG_2016_12,Peraturan_BMKG_2016_5
Peraturan_BSSN_2016_14,Peraturan_BSSN_2007_001
Peraturan_Polri_2016_14,Peraturan_Polri_2013_1
Permen_Hub_2016_140,Permen_Hub_2013_70
Peraturan_BKPM_2016_9,
Peraturan_BKPM_2016_9,Peraturan_BKPM_2012_10
Permen_BUMN_2016_03,Permen_BUMN_2015_09
Permen_Keu_2016_202,Permen_Keu_2015_273
Permen_Keu_2016_207,Permen_Keu_2015_174
Perpres_2016_115,Perpres_2007_54
Perpres_2016_120,Perpres_2015_140
Perpres_2016_121,Perpres_2014_109
Peraturan_Polri_2016_10,Peraturan_Polri_2006_5
Perpres_2016_103,Perpres_2012_48
Perpres_2016_107,Perpres_2013_82
Permen_ATRBPN_2016_38,Peraturan_BPN_2006_4
Permen_KP_2016_45,Permen_KP_2014_52
Permen_Dagri_2016_19,Permen_Dagri_2007_17
Permen_Hub_2016_149,Permen_Hub_2016_38
Permen_Keu_2016_158,Permen_Keu_2014_218
Permen_PUPR_2016_33,Permen_PUPR_2015_47
Permen_Keu_2016_198,Permen_Keu_2015_266
Permen_Hub_2016_150,Permen_Hub_2015_182
Peraturan_Polri_2016_8,Peraturan_Polri_2015_13
Permen_PUPR_2016_30,Permen_PUPR_2016_03
Permen_Tan_2016_54,Permen_Tan_2011_75
Permen_Dag_2016_78,
Peraturan_Bawaslu_2016_10,Peraturan_Bawaslu_2015_12
Peraturan_BMKG_2016_9,Peraturan_BMKG_2014_15
Peraturan_BMKG_2016_10,Peraturan_BMKG_2014_17
Permen_Kes_2016_53,Permen_Kes_2007_284
PP_2016_63,
Permen_Keu_2016_215,Permen_Keu_2013_213
Permen_Keu_2016_147,Permen_Keu_2012_179
Permen_Dagri_2015_98,Permen_Dagri_2015_78
Permen_Dagri_2015_99,Permen_Dagri_2015_79
Peraturan_BNPB_2016_5,Peraturan_BNPB_2009_7
Permen_Agama_2016_62,Permen_Agama_2015_67
Permen_Keu_2016_224,Permen_Keu_2013_219
Peraturan_Perpusnas_2016_16,Peraturan_Perpusnas_2012_3
Permen_KP_2016_49,Permen_KP_2013_35
Permen_Par_2016_20,Permen_Par_2015_22
Permen_Humham_2016_51,Permen_Humham_2016_24
Permen_Agama_2016_64,Permen_Agama_2014_51
Permen_Agama_2016_66,Permen_Agama_2013_90
Perpres_2016_106,Perpres_2015_143
Permen_ESDM_2016_45,
Permen_ESDM_2016_45,Permen_ESDM_2005_0040
Permen_ESDM_2016_45,Permen_ESDM_2008_07
Permen_Keu_2016_230,Permen_Keu_2013_162
Permen_Keu_2016_228,Permen_Keu_2015_254
Permen_Keu_2016_219,Permen_Keu_2014_260
Permen_Keu_2016_227,Permen_Keu_2015_164
Permen_Keu_2016_218,Permen_Keu_2014_262
Permen_Keu_2016_234,Permen_Keu_2013_134
Perpres_2016_105,Perpres_2015_68
Permen_Bappenas_2016_6,Permen_Bappenas_2009_2
Peraturan_Bawaslu_2016_9,Peraturan_Bawaslu_2015_11
Permen_Hub_2016_146,Permen_Hub_2015_51
Permen_ATRBPN_2016_36,
Permen_Hub_2016_151,Permen_Hub_2016_68
Peraturan_KKI_2016_46,Peraturan_KKI_2014_22
Permen_KP_2016_70,Permen_KP_2016_17
Permen_Dikbud_2016_74,Permen_Dikbud_2016_6
Permen_KP_2016_71,
Permen_KP_2016_71,Permen_KP_2014_42
Permen_Hub_2016_122,Permen_Hub_2013_16
Perpres_2016_124,Perpres_2006_75
Peraturan_ANRI_2016_2,Peraturan_ANRI_2009_09
Peraturan_OJK_2016_63,Peraturan_OJK_2014_11
Peraturan_OJK_2016_55,
Peraturan_OJK_2016_55,Peraturan_BI_2006_8
Peraturan_OJK_2016_64,Peraturan_BI_2009_11
Peraturan_BI_2016_18,Peraturan_BI_2006_8
PP_2016_74,PP_2012_94
Permen_Kes_2016_80,
Permen_Kes_2016_80,Permen_Kes_2016_31
Permen_Hub_2016_157,Permen_Hub_2015_202
Permen_Sos_2016_24,Permen_Sos_2015_07
Peraturan_Bapeten_2016_10,Peraturan_Bapeten_2007_8
Permen_Dagri_2016_109,Permen_Dagri_2016_31
Peraturan_Ombudsman_2016_23,Peraturan_Ombudsman_2010_5
Peraturan_ANRI_2016_37,
Peraturan_ANRI_2016_37,Peraturan_ANRI_2012_25
Permen_Sos_2016_23,Permen_Sos_2012_8
Permen_Pora_2016_39,Permen_Pora_2013_1240
Permen_Hub_2016_152,Permen_Hub_2014_60
Permen_Hub_2016_152,Permen_Hub_2015_93
Permen_Ristekdikti_2016_92,Permen_Ristekdikti_2016_39
Peraturan_ANRI_2016_38,Peraturan_ANRI_2016_32
Peraturan_LAN_2016_13,Peraturan_LAN_2010_4
Permen_Dag_2016_84,Permen_Dag_2015_89
Permen_Keu_2016_203,Permen_Keu_2015_98
Permen_Perin_2016_82,Permen_Perin_2012_23
Permen_Perin_2016_83,
Permen_Perin_2016_84,Permen_Perin_2012_94
Permen_Keu_2016_211,Permen_Keu_2015_229
Peraturan_BKN_2016_25,Peraturan_BKN_2011_11
Permen_Pora_2016_40,Permen_Pora_2016_13
Permen_Keu_2016_221,Permen_Keu_2015_216
Peraturan_OJK_2016_36,Peraturan_OJK_2016_1
Perpres_2016_94,Perpres_2007_42
PP_2016_49,PP_2002_33
PP_2016_50,PP_2009_35
Peraturan_BI_2016_18,Peraturan_BI_2014_16
Peraturan_BI_2016_18,Peraturan_BI_2015_17
Peraturan_BI_2016_18,
Peraturan_BI_2016_18,Peraturan_BI_2011_13
Peraturan_BI_2016_18,Peraturan_BI_2012_14
Peraturan_BI_2016_18,Peraturan_BI_2013_15
Permen_PUPR_2016_20,Permen_PU_2015_34
Peraturan_BI_2016_18,Peraturan_BI_2009_11
Permenko_Perekonomian_2016_9,Permenko_Perekonomian_2015_8
Peraturan_Bawaslu_2016_11,Peraturan_Bawaslu_2015_13
Peraturan_BI_2016_18,Peraturan_BI_2007_9
Permen_Hub_2016_147,Permen_Hub_2014_95
Permen_Kes_2016_62,
Peraturan_LKPP_2016_7,Peraturan_LKPP_2015_12
Permen_Dag_2016_85,
Permen_Dag_2016_86,Permen_Dag_2015_123
Permen_PANRB_2016_28,Permen_PANRB_2014_2
Permen_KP_2016_67,
Permen_KP_2016_67,Permen_KP_2014_53
Permen_Dagri_2016_97,
Permen_Dagri_2016_106,
Permen_Keu_2016_229,Permen_Keu_2015_30
Permen_KP_2016_74,Permen_KP_2014_46
Permen_Kes_2016_74,Permen_Kes_2014_30
Permen_Humham_2016_18,Permen_Humham_2011_02
Permen_Humham_2016_40,Permen_Humham_2015_20
Peraturan_BNP2TKI_2016_02,Peraturan_BNP2TKI_2015_15
Permen_ESDM_2016_08,Permen_ESDM_2014_33
Peraturan_KKI_2016_41,
Peraturan_ANRI_2016_28,Peraturan_ANRI_2013_6
Peraturan_ANRI_2016_30,Peraturan_ANRI_2012_23
Peraturan_BKN_2016_12,Peraturan_BKN_2012_13
Peraturan_BKN_2016_12,Peraturan_BKN_2015_45
Peraturan_BKPM_2016_3,Peraturan_BKPM_2012_7
Peraturan_BKPM_2016_6,Peraturan_BKPM_2015_14
Peraturan_BNP2TKI_2016_05,Peraturan_BNP2TKI_2015_20
Peraturan_BNP2TKI_2016_06,
Peraturan_BPKP_2016_13,Peraturan_BPKP_2014_16
Peraturan_BPOM_2016_19,Peraturan_BPOM_2012_03
Permen_Kopukm_2016_06,Permen_Kopukm_2014_10
Permen_Dag_2016_15,Permen_Dag_2015_114
Permen_Han_2016_8,Permen_Han_2008_21
Peraturan_Bawaslu_2016_2,Peraturan_Bawaslu_2011_2
Permen_Han_2016_18,Permen_Han_2012_11
Permen_Dag_2016_16,Permen_Dag_2014_90
Permen_Dikbud_2016_12,Permen_Dikbud_2014_28
Permen_Dagri_2016_15,Permen_Dagri_2014_35
Permen_Hub_2016_91,Permen_Hub_2015_174
Peraturan_KPU_2016_9,Peraturan_KPU_2015_9
Peraturan_BSN_2016_1,Peraturan_BSN_2015_2
Peraturan_BSN_2016_6,Peraturan_BSN_2011_3
Permen_Dagri_2016_72,Permen_Dagri_2016_12
Peraturan_Polri_2016_11,Peraturan_Polri_2010_26
Peraturan_KPK_2016_02,Peraturan_KPK_2008_06
Peraturan_KPU_2016_7,Peraturan_KPU_2016_3
Peraturan_KPU_2016_10,Peraturan_KPU_2016_6
Peraturan_KPU_2016_11,Peraturan_KPU_2015_6
Peraturan_KPU_2016_12,Peraturan_KPU_2015_7
Peraturan_KPU_2016_13,Peraturan_KPU_2015_8
PP_2016_12,Perpres_2012_69
PP_2016_56,PP_2014_55
PP_2016_57,PP_2014_71
Peraturan_OJK_2016_32,Peraturan_OJK_2015_6
Permen_Humham_2016_14,Permen_Humham_2015_18
Permen_Dikbud_2016_66,Permen_Dikbud_2015_26
Permen_Hub_2016_136,Permen_Hub_2014_97
Permen_BUMN_2016_04,
Permen_Humham_2016_63,Permen_Humham_2015_10
Permen_Naker_2016_31,Permen_Nakertrans_2012_3
Permen_Hub_2016_145,Permen_Hub_2016_37
Permen_Dag_2016_81,Permen_Dag_2015_27
Permen_PANRB_2016_24,Permen_PANRB_2013_16
Peraturan_KPU_2016_14,Peraturan_KPU_2015_10
Peraturan_KPU_2016_15,Peraturan_KPU_2015_11
Peraturan_LAN_2016_3,Peraturan_LAN_2013_24
Peraturan_LAN_2016_9,Peraturan_LAN_2016_3
Peraturan_LKPP_2016_3,Peraturan_LKPP_2015_15
Peraturan_MA_2016_10,Peraturan_MA_2013_3
Peraturan_BKKBN_2016_199,Peraturan_BKKBN_2015_212
Peraturan_BMKG_2016_7,Peraturan_BMKG_2015_11
Peraturan_BPOM_2016_12,
Peraturan_Bappebti_2016_3,
Peraturan_Bapeten_2016_6,Peraturan_Bapeten_2013_18
Peraturan_Basarnas_2016_5,Peraturan_Basarnas_2011_19
Peraturan_Basarnas_2016_3,
Peraturan_Basarnas_2016_3,Peraturan_Basarnas_2013_03
Permen_PANRB_2016_29,Permen_PANRB_2010_17
Permen_PANRB_2016_30,Permen_PANRB_2013_38
Permen_Ristekdikti_2016_124,Permen_Ristekdikti_2015_48
Peraturan_LAN_2016_21,Peraturan_LAN_2015_15
Permen_Perin_2016_85,
Permen_Perin_2016_85,Permen_Perin_2015_81
Permen_Keu_2016_206,Permen_Keu_2014_180
Permen_Humham_2016_55,Permen_Humham_2012_6
Permen_Humham_2016_56,Permen_Humham_2013_4
Permen_Humham_2016_57,Permen_Humham_2012_25
Permen_Humham_2016_58,Permen_Humham_2014_15
Peraturan_Ombudsman_2016_22,Peraturan_Ombudsman_2015_17
Permen_ATRBPN_2016_25,
Permen_Agama_2016_25,Permen_Agama_2014_51
Permen_Agama_2016_29,Permen_Agama_2014_49
Permen_Agama_2016_29,Permen_Agama_2015_48
Permen_ATRBPN_2016_27,Peraturan_BPN_2013_15
Permen_Agama_2016_32,Permen_Agama_2015_64
Permen_Agama_2016_37,Permen_Agama_2016_12
Permen_Bappenas_2016_5,Permen_Bappenas_2012_1
Permen_ATRBPN_2016_22,Permen_ATRBPN_2015_7
Permen_Dagri_2016_38,Permen_Dagri_2014_41
Permen_Sesneg_2016_8,Permen_Sesneg_2015_3
Permen_Dagri_2016_42,
Permen_Dagri_2016_45,Permen_Dagri_2006_27
Permen_Dagri_2016_46,
Permen_Dagri_2016_47,Permen_Dagri_2006_32
Permen_BUMN_2016_02,Permen_BUMN_2014_04
Permen_Dikbud_2016_21,Permen_Dik_2013_64
Permen_Dikbud_2016_43,Permen_Dikbud_2013_36
Permen_Dikbud_2016_44,Permen_Dikbud_2016_11
Permen_Dikbud_2016_60,Permen_Dikbud_2016_2
Permen_PANRB_2016_11,Permen_PANRB_2012_28
Permen_Par_2016_11,Permen_Parekraf_2014_2
Permen_Par_2016_12,Permen_Par_2016_1
Permen_Hub_2016_41,Permen_Hub_2013_28
Permen_Ristekdikti_2016_32,Permen_Dikbud_2014_87
Permen_Hub_2016_62,Permen_Hub_2015_199
Permen_Hub_2016_64,Permen_Hub_2014_69
Permen_ESDM_2016_19,Permen_ESDM_2013_17
Permen_ESDM_2016_21,Permen_ESDM_2014_27
Permen_ESDM_2016_23,Permen_ESDM_2015_28
Permen_Hub_2016_68,
Permen_Hub_2016_75,Permen_Hub_2015_75
Permen_Hub_2016_71,Permen_Hub_2011_51
Permen_Hub_2016_74,Permen_Hub_2013_93
Permen_Hub_2016_81,Permen_Hub_2015_67
Permen_Hub_2016_93,Permen_Hub_2010_8
Permen_Hub_2016_94,Permen_Hub_2015_137
Permen_ESDM_2016_24,Permen_ESDM_2016_09
Permen_ESDM_2016_25,Permen_ESDM_2011_12
Permen_ESDM_2016_30,Permen_ESDM_2015_15
Permen_KP_2016_21,Permen_KP_2013_29
Permen_KP_2016_32,Permen_KP_2016_15
Permen_KP_2016_36,Permen_KP_2016_9
Permen_Kes_2016_34,Permen_Kes_2014_58
Permen_Kes_2016_35,Permen_Kes_2014_35
Permen_Kes_2016_36,Permen_Kes_2014_30
Permen_Kes_2016_37,Permen_Kes_2015_82
Permen_Naker_2016_24,
Permen_Naker_2016_25,Permen_Naker_2016_13
Permen_Keu_2016_86,Permen_Keu_2008_214
Permen_Keu_2016_87,Permen_Keu_2014_246
Permen_Keu_2016_114,Permen_Keu_2015_127
Permen_Keu_2016_131,Permen_Keu_2015_223
Permen_Keu_2016_133,Permen_Keu_2015_23
Permen_Keu_2016_134,Permen_Keu_2011_213
Permen_Keu_2016_145,Permen_Keu_2011_243
Permen_Kominfo_2016_9,Permen_Kominfo_2014_32
Permen_Hub_2016_100,Permen_Hub_2014_10
Permen_Hub_2016_100,Permen_Hub_2015_200
Permen_Hub_2016_109,Permen_Hub_2015_66
Permen_LHK_2016_58,Permen_LHK_2015_42
Permen_Hub_2016_117,Permen_Hub_2014_99
Permen_PUPR_2016_21,
Permen_PUPR_2016_21,Permen_PUPR_2015_48
Permen_ESDM_2016_12,Permen_ESDM_2013_35
Permen_Agama_2016_27,Permen_Agama_2012_7
Permen_Keu_2016_103,Permen_Keu_2015_159
Permen_Agama_2016_33,Permen_Agama_2009_36
Permen_PPPA_2016_3,Permen_PPPA_2009_7
Peraturan_BNPP_2016_3,Peraturan_BNPP_2015_14
Permen_Desa_2016_7,Permen_PDT_2013_5
Permen_Ristekdikti_2016_28,Permen_Ristekdikti_2015_39
Permen_Dag_2016_28,Permen_Dag_2015_32
Permen_Dag_2016_32,Permen_Dag_2014_20
Permen_Hub_2016_58,Permen_Hub_2013_90
Permen_Agama_2016_24,Permen_Agama_2013_30
Permen_Perin_2016_26,Permen_Perin_2014_15
Peraturan_BNN_2016_11,Peraturan_BNN_2015_3
Permen_Ristekdikti_2016_34,Permen_Ristekdikti_2016_4
Permen_Desa_2016_8,Permen_Desa_2015_21
Permen_Dag_2016_33,Permen_Dag_2015_104
Permen_Dag_2016_34,Permen_Dag_2015_115
Permen_Dag_2016_35,Permen_Dag_2011_37
Permen_Tan_2016_27,Permen_Tan_2014_67
Permen_Tan_2016_29,Permen_Tan_2013_98
Permen_Pora_2016_29,Permen_Pora_2015_0186
Permen_Hub_2016_83,Permen_Hub_2008_47
Peraturan_KPK_2016_07,
Permen_Perin_2016_39,Permen_Perin_2014_05
Permen_Perin_2016_41,Permen_Perin_2012_93
Permen_Hub_2016_82,Permen_Hub_2015_71
Permen_Perin_2016_48,Permen_Perin_2013_52
Permen_Perin_2016_55,Permen_Perin_2011_72
Permen_Perin_2016_56,Permen_Perin_2013_46
Permen_Perin_2016_57,Permen_Perin_2013_44
Permen_Perin_2016_58,Permen_Perin_2011_87
Permen_Perin_2016_59,Permen_Perin_2013_48
Permen_Perin_2016_60,Permen_Perin_2013_47
Permen_Han_2016_21,Permen_Han_2012_30
Peraturan_BNPP_2016_7,Peraturan_BNPP_2015_13
Permen_Dag_2016_56,Permen_Dag_2016_20
Permen_Dag_2016_54,Permen_Dag_2009_53
Permen_Dag_2016_60,Permen_Dag_2010_43
Permen_Han_2016_29,Permen_Han_2012_50
Permen_Sos_2016_11,Permen_Sos_2013_11
Permen_Dikbud_2016_28,Permen_Dik_2009_63
Permen_Dikbud_2016_29,Permen_Dikbud_2012_5
Peraturan_Ombudsman_2016_24,Peraturan_Ombudsman_2013_13
Permen_Dikbud_2016_30,Permen_Dikbud_2013_35
Permen_Dikbud_2016_31,Permen_Dikbud_2013_28
Permen_Dikbud_2016_32,Permen_Dikbud_2013_29
Permen_Dikbud_2016_33,Permen_Dikbud_2013_30
Permen_Dikbud_2016_34,Permen_Dikbud_2013_32
Permen_Dikbud_2016_40,Permen_Dikbud_2013_40
Permen_Pora_2016_30,Permen_Pora_2015_0262
Permen_Han_2016_28,Permen_Han_2014_16
Permen_Han_2016_31,Permen_Han_2012_35
Peraturan_Bapeten_2016_9,Peraturan_Bapeten_2013_15
Permen_ATRBPN_2016_29,
Permen_Ristekdikti_2016_62,Permen_Dikbud_2014_50
Peraturan_BMKG_2016_8,Peraturan_BMKG_2015_9
Peraturan_KPU_2016_16,Peraturan_KPU_2014_10
Peraturan_Polri_2016_5,
Permen_Hub_2016_121,Permen_Hub_2014_104
Permen_Hub_2016_108,Permen_Hub_2015_9
Permen_Dikbud_2016_53,Permen_Dikbud_2013_43
Permen_Dikbud_2016_57,Permen_Dikbud_2013_45
Permen_Dikbud_2016_59,Permen_Dikbud_2014_121
Peraturan_LKPP_2016_6,Peraturan_LKPP_2015_14
Permen_Sos_2016_16,Permen_Sos_2009_106
Permen_PUPR_2016_34,Permen_PUPR_2016_07
Peraturan_Polri_2016_12,Peraturan_Polri_2015_19
Permen_Dikbud_2016_22,Permen_Dik_2013_65
Peraturan_BPJSKES_2016_5,Peraturan_BPJSKES_2015_1
Perprov_DKI_Jakarta_2016_5,Perda_2014_12
Perkab_Bekasi_2016_1,Perkab_Bekasi_2010_3
Perkab_Bekasi_2016_2,Perkab_Bekasi_2012_6
Permen_KP_2016_48,Permen_KP_2014_59
Perpres_2015_3,Perpres_2014_43
Perpres_2015_4,Perpres_2010_54
Perpres_2015_7,Perpres_2009_47
Perpres_2015_8,Perpres_2010_24
Perpres_2015_8,Perpres_2014_135
Perpres_2015_9,Perpres_2010_24
Perpres_2015_9,Perpres_2014_135
Perpres_2015_10,Perpres_2014_165
Perpres_2015_11,Perpres_2010_24
Perpres_2015_11,Perpres_2014_135
Perpres_2015_12,Perpres_2010_24
Perpres_2015_12,Perpres_2014_135
Perpres_2015_13,
Perpres_2015_13,Perpres_2014_135
Perpres_2015_14,Perpres_2010_24
Perpres_2015_14,Perpres_2014_135
Perpres_2015_15,Perpres_2010_24
Perpres_2015_15,Perpres_2014_135
Perpres_2015_16,
Perpres_2015_16,Perpres_2014_135
Perpres_2015_16,Perpres_2008_46
Perpres_2015_17,
Perpres_2015_17,Perpres_2014_135
